-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|N|0000|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|N|0000*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000*0500*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000*0500|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000*0500*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0500|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0500|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0500*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|N|0000*0500*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|N|0000*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|N|0000*0500*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000*0500*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000*0600|-99.0|5|69|60|60|0.8695652|1.0|
-99.0|C|A|0,0|0,0|T|S*A|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0500*0600|-99.0|5|69|60|60|0.8695652|1.0|
ZS|-99.0|-99.0|0,0|0,45|-99.0|S|-99.0|-99.0|N|P|G*D|2|-99.0|Y|-99.0|-99.0|Y|-99.0|-99.0|Y|Y|-99.0|-99.0|Y|-99.0|0.7,2.5|-99.0|-99.0|N|-99.0|-99.0|2|167|88|88|0.5269461|1.0|
TN|C|R*W|0,0|0,0|T|-99.0|2*3|0,0|-99.0|-99.0|F|1|-99.0|-99.0|-99.0|B|Y|C|P|Y|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|-99.0|-99.0|0000|3|2|54|88|54|1.0|0.6136364|
-99.0|C|R*V|0,0|0,0|-99.0|-99.0|-99.0|-99.0|N|-99.0|F|-99.0|-99.0|-99.0|-99.0|-99.0|-99.0|C|P|-99.0|-99.0|-99.0|V|Y|-99.0|-99.0|-99.0|0.0,4880.0|-99.0|0000|2|2|103|88|75|0.7281553|0.85227275|
-99.0|C|R|0,0|0,45|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|Y*N|0000*0500|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,0|0,0|T|S|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000|-99.0|2|78|88|70|0.8974359|0.79545456|
-99.0|C|R|0,4|0,60|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|Y|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,45|T|S|-99.0|-99.0|-99.0|-99.0|F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|Y|0000*0500|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,70|T|S|-99.0|-99.0|-99.0|-99.0|F|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|Y|0000*0500*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,60|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|1.0,4880.0|Y*N|0000*0500*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,70|T|S|-99.0|-99.0|-99.0|-99.0|F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|Y*N|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,0|0,45|T|S|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|1.0,4880.0|N|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,0|0,50|T|S|-99.0|-99.0|-99.0|-99.0|F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0600|-99.0|2|78|88|70|0.8974359|0.79545456|
-99.0|C|R|0,0|0,80|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|N|0000|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,50|T|S|-99.0|-99.0|-99.0|-99.0|D|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|N|0000*0500|-99.0|2|78|88|70|0.8974359|0.79545456|
-99.0|C|R|0,0|0,80|T|S|-99.0|-99.0|-99.0|-99.0|D*F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|N|0000*0500|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,0|0,60|T|S|-99.0|-99.0|-99.0|-99.0|D*F|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y*N|0000*0600|-99.0|2|78|88|70|0.8974359|0.79545456|
-99.0|C|R|0,3|0,45|T|S|-99.0|-99.0|-99.0|-99.0|F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|1.0,4880.0|Y|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,3|0,0|T|S|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|N|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,70|T|S|-99.0|-99.0|-99.0|-99.0|F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|N|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,45|T|S|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|1.0,4880.0|N|0000|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,3|0,45|T|S|-99.0|-99.0|-99.0|-99.0|D*F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|Y|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,45|T|S|-99.0|-99.0|-99.0|-99.0|F|2*1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|N|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,0|0,50|T|S|-99.0|-99.0|-99.0|-99.0|D*F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0500*0600|-99.0|2|78|88|70|0.8974359|0.79545456|
-99.0|C|R|0,3|0,80|T|S|-99.0|-99.0|-99.0|-99.0|F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|Y*N|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,0|T|S|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|0.0,4880.0|Y|0000*0500|-99.0|2|78|88|70|0.8974359|0.79545456|
-99.0|C|R|0,0|0,60|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|N|0000*0500|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,45|T|S|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|N|0000*0500*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,80|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|Y*N|0000|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,3|0,0|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|1.0,4880.0|N|0000|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,3|0,60|T|S|-99.0|-99.0|-99.0|-99.0|F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|N|0000|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,0|0,80|T|S|-99.0|-99.0|-99.0|-99.0|D*F|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|Y|0000|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,0|0,60|T|S|-99.0|-99.0|-99.0|-99.0|D|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|1.0,4880.0|Y*N|0000*0500|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,4|0,50|T|S|-99.0|-99.0|-99.0|-99.0|D*F|2|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET|-99.0|-99.0|0.0,4880.0|Y*N|0000*0500*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
-99.0|C|R|0,3|0,60|T|S|-99.0|-99.0|-99.0|-99.0|D|1|-99.0|-99.0|-99.0|-99.0|Y|C|-99.0|-99.0|-99.0|Y|-99.0|Y|SHEET*COIL|-99.0|-99.0|1.0,4880.0|N|0000*0600|-99.0|2|63|88|61|0.96825397|0.6931818|
